order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
775,611,69,Pasta Alfredo,2024-08-25,12:49:36,Delivered,922.35
776,434,11,Veg Thali,2024-03-05,06:46:16,Delivered,218.73
777,613,10,Fried Rice,2024-11-13,20:27:25,Cancelled,724.06
778,467,41,Pasta Alfredo,2024-03-02,19:03:17,Cancelled,282.07
779,678,68,Veg Thali,2023-12-25,21:47:14,Pending,209.81
780,485,28,Fried Rice,2025-04-17,11:59:43,Pending,192.15
781,429,42,Veg Thali,2023-11-01,11:57:16,Cancelled,248.0
782,393,15,Chicken Biryani,2023-12-13,11:06:44,Pending,839.03
783,236,54,Pasta Alfredo,2024-01-11,13:57:52,Pending,473.38
784,58,30,Veg Thali,2024-11-08,04:59:05,Cancelled,882.5
785,774,83,Idli Sambhar,2024-05-10,07:01:01,Cancelled,398.64
786,451,67,Fried Rice,2025-09-01,03:18:03,Pending,818.38
787,451,59,Veg Burger,2024-07-22,09:33:37,Pending,857.22
788,512,88,Paneer Tikka,2025-09-02,16:12:09,Pending,634.84
789,84,84,Veg Thali,2024-02-10,11:15:09,Pending,129.4
790,59,15,Veg Burger,2024-03-10,22:25:33,Delivered,929.81
791,996,10,Fried Rice,2024-01-13,07:51:07,Delivered,684.03
792,310,55,Mutton Curry,2025-06-30,14:37:48,Cancelled,369.63
793,201,82,Chicken Roll,2025-02-11,08:11:17,Pending,449.31
794,734,70,Chicken Biryani,2024-09-12,23:43:07,Pending,131.92
795,851,64,Pasta Alfredo,2024-08-30,09:23:46,Delivered,572.06
796,141,97,Cheese Pizza,2024-01-26,00:24:47,Cancelled,787.78
797,725,48,Veg Thali,2023-11-22,03:45:48,Delivered,995.96
798,758,93,Paneer Tikka,2024-09-10,02:26:38,Delivered,245.28
799,471,13,Pasta Alfredo,2024-08-30,06:58:36,Cancelled,208.09
800,702,4,Chicken Biryani,2024-06-11,02:50:04,Delivered,893.33
801,371,64,Idli Sambhar,2025-03-27,20:36:13,Delivered,310.78
802,455,55,Veg Burger,2024-10-06,06:12:53,Cancelled,482.16
803,602,19,Fried Rice,2025-07-13,00:36:24,Cancelled,381.54
804,918,63,Veg Thali,2024-02-09,11:20:02,Pending,261.26
805,757,14,Pasta Alfredo,2024-08-15,16:02:17,Pending,207.88
806,682,76,Paneer Tikka,2023-11-26,07:57:17,Pending,365.06
807,575,83,Chicken Biryani,2024-04-14,21:40:54,Cancelled,967.69
808,208,76,Dosa,2023-12-01,19:43:36,Cancelled,814.82
809,683,60,Pasta Alfredo,2024-11-19,21:09:28,Pending,844.75
810,921,23,Chicken Biryani,2024-01-28,01:15:46,Pending,740.55
811,701,65,Fried Rice,2025-08-30,17:22:54,Pending,342.68
812,582,91,Chicken Roll,2023-12-04,07:24:00,Delivered,419.52
813,307,10,Idli Sambhar,2023-11-17,03:47:54,Delivered,546.57
814,53,52,Veg Burger,2025-03-05,23:46:22,Cancelled,147.17
815,250,81,Dosa,2024-01-22,03:49:49,Cancelled,496.46
816,732,35,Veg Thali,2024-02-25,13:55:18,Delivered,914.96
817,250,78,Dosa,2024-07-01,04:04:41,Delivered,364.54
818,436,85,Dosa,2024-03-04,17:01:07,Delivered,475.23
819,797,42,Paneer Tikka,2023-10-17,09:14:41,Pending,160.06
820,342,95,Idli Sambhar,2024-09-25,20:09:45,Cancelled,739.96
821,754,11,Paneer Tikka,2024-04-10,11:42:03,Pending,428.33
822,90,95,Pasta Alfredo,2025-01-07,15:56:45,Delivered,782.62
823,502,13,Butter Naan,2025-06-22,00:28:03,Delivered,990.99
824,121,98,Veg Thali,2023-12-07,23:34:15,Delivered,379.68
825,692,53,Idli Sambhar,2024-12-08,18:07:37,Delivered,698.18
826,785,17,Pasta Alfredo,2024-03-06,09:02:11,Delivered,415.15
827,739,27,Dosa,2023-10-30,07:40:34,Delivered,345.74
828,239,45,Dosa,2025-07-11,00:45:46,Delivered,485.95
829,821,4,Pasta Alfredo,2024-04-07,17:42:28,Pending,390.61
830,70,45,Paneer Tikka,2024-04-18,08:31:37,Cancelled,663.47
831,796,22,Mutton Curry,2025-05-30,17:47:29,Delivered,387.63
832,378,29,Dosa,2025-01-21,15:10:20,Delivered,705.12
833,74,31,Fried Rice,2025-07-05,12:21:55,Delivered,473.01
834,892,34,Mutton Curry,2023-09-25,08:27:13,Cancelled,402.46
835,118,6,Chicken Biryani,2024-03-03,03:41:09,Delivered,735.6
836,669,70,Mutton Curry,2025-07-29,01:55:38,Cancelled,712.19
837,272,76,Chicken Roll,2024-02-17,19:04:49,Cancelled,651.58
838,257,66,Dosa,2024-03-21,07:37:16,Pending,215.29
839,243,15,Dosa,2024-09-23,09:30:05,Cancelled,940.88
840,702,10,Cheese Pizza,2025-05-02,08:39:24,Cancelled,505.56
841,315,50,Cheese Pizza,2024-04-29,01:58:58,Delivered,671.59
842,416,87,Mutton Curry,2024-03-31,02:40:17,Pending,662.99
843,917,33,Mutton Curry,2024-08-15,00:33:56,Delivered,761.94
844,636,77,Chicken Biryani,2024-02-19,11:32:40,Delivered,491.7
845,709,70,Mutton Curry,2024-10-22,23:56:39,Delivered,867.62
846,742,47,Paneer Tikka,2025-09-04,02:19:37,Cancelled,332.85
847,318,55,Veg Thali,2024-01-08,22:49:52,Cancelled,917.81
848,91,97,Paneer Tikka,2024-01-31,03:24:47,Cancelled,712.02
849,654,76,Butter Naan,2025-09-10,06:55:54,Pending,994.17
850,188,80,Paneer Tikka,2024-05-03,11:40:22,Pending,699.3
851,318,54,Veg Burger,2024-06-21,05:17:45,Delivered,150.0
852,753,70,Chicken Biryani,2024-06-19,01:47:09,Pending,836.88
853,239,26,Butter Naan,2024-10-11,13:09:34,Delivered,693.26
854,467,51,Fried Rice,2025-09-10,23:39:55,Delivered,481.55
855,459,4,Fried Rice,2025-05-05,10:01:12,Delivered,290.88
856,746,59,Idli Sambhar,2024-03-13,03:47:34,Cancelled,633.79
857,38,18,Butter Naan,2024-03-27,02:31:34,Cancelled,711.35
858,930,53,Chicken Roll,2024-12-26,00:43:57,Pending,810.16
859,318,90,Veg Burger,2025-03-29,00:27:02,Cancelled,510.5
860,42,51,Mutton Curry,2023-10-23,11:19:11,Cancelled,762.94
861,152,33,Cheese Pizza,2024-12-28,12:53:27,Pending,245.29
862,725,55,Idli Sambhar,2024-09-12,21:29:04,Delivered,341.16
863,527,86,Chicken Biryani,2024-08-06,08:50:51,Pending,763.61
864,134,51,Veg Burger,2025-05-04,11:25:34,Delivered,743.05
865,496,41,Paneer Tikka,2024-03-22,14:55:51,Delivered,571.71
866,981,41,Paneer Tikka,2024-11-29,12:33:43,Delivered,865.18
867,917,17,Fried Rice,2025-08-09,12:05:36,Delivered,978.11
868,934,11,Dosa,2025-08-23,19:43:20,Delivered,476.9
869,755,56,Chicken Roll,2025-04-01,21:58:57,Delivered,330.64
870,499,26,Chicken Biryani,2024-09-06,06:12:11,Pending,585.15
871,505,57,Chicken Biryani,2024-08-20,12:15:46,Pending,565.32
872,297,12,Chicken Biryani,2024-10-25,10:40:03,Cancelled,886.79
873,835,85,Paneer Tikka,2023-12-05,14:52:13,Pending,886.78
874,147,51,Veg Burger,2025-08-29,07:35:52,Pending,398.92
875,279,1,Pasta Alfredo,2024-11-16,18:03:20,Cancelled,268.37
876,450,6,Paneer Tikka,2024-11-30,10:40:20,Cancelled,393.35
877,752,61,Cheese Pizza,2023-12-07,04:06:04,Cancelled,499.87
878,621,27,Chicken Roll,2025-02-06,11:45:52,Delivered,198.3
879,593,31,Pasta Alfredo,2024-09-23,01:00:16,Delivered,620.54
880,153,92,Chicken Roll,2024-10-02,20:18:20,Pending,856.93
881,528,20,Veg Thali,2025-06-21,10:37:55,Delivered,749.88
882,333,7,Paneer Tikka,2024-07-25,11:08:28,Cancelled,124.33
883,879,57,Chicken Biryani,2025-05-15,03:52:58,Pending,512.05
884,490,9,Cheese Pizza,2023-11-16,10:46:11,Delivered,777.32
885,395,84,Fried Rice,2024-12-19,06:12:02,Delivered,440.38
886,869,66,Paneer Tikka,2025-01-27,04:16:42,Cancelled,824.71
887,829,53,Chicken Roll,2025-02-03,05:38:06,Cancelled,230.38
888,106,15,Idli Sambhar,2025-06-09,00:19:53,Pending,490.0
889,982,48,Chicken Biryani,2025-01-19,17:19:48,Pending,876.92
890,599,26,Veg Burger,2025-07-15,04:36:27,Delivered,194.37
891,604,83,Dosa,2023-11-04,13:28:22,Delivered,281.35
892,284,23,Butter Naan,2025-06-09,23:13:01,Delivered,466.3
893,303,7,Chicken Biryani,2025-06-30,06:13:11,Cancelled,951.45
894,647,71,Pasta Alfredo,2024-02-12,03:53:59,Pending,508.62
895,118,21,Chicken Biryani,2024-08-22,13:56:09,Cancelled,678.08
896,597,5,Fried Rice,2023-10-23,05:02:23,Delivered,631.25
897,84,89,Paneer Tikka,2024-10-28,22:27:50,Cancelled,540.25
898,457,14,Veg Burger,2025-08-30,11:29:22,Delivered,611.25
899,471,78,Cheese Pizza,2025-04-02,17:22:36,Pending,922.86
900,149,99,Mutton Curry,2025-03-11,10:04:32,Delivered,538.98
901,837,31,Veg Thali,2024-07-08,23:13:20,Delivered,193.34
902,907,78,Veg Burger,2025-04-12,17:01:47,Delivered,952.49
903,764,6,Veg Thali,2024-06-12,14:52:20,Cancelled,795.95
904,971,95,Pasta Alfredo,2025-06-24,10:34:44,Pending,279.69
905,781,99,Veg Thali,2024-03-23,15:29:48,Delivered,994.33
906,314,8,Cheese Pizza,2025-05-01,10:06:12,Delivered,448.19
907,352,73,Veg Burger,2024-02-03,11:03:08,Cancelled,560.05
908,977,63,Chicken Roll,2023-09-18,04:49:36,Cancelled,825.78
909,800,78,Pasta Alfredo,2023-10-15,11:57:20,Delivered,994.99
910,620,49,Chicken Roll,2024-03-13,09:03:18,Pending,666.85
911,282,48,Chicken Biryani,2025-08-08,06:57:17,Cancelled,865.86
912,743,6,Chicken Roll,2025-06-03,06:10:45,Cancelled,214.92
913,93,30,Cheese Pizza,2025-09-13,06:38:58,Pending,468.72
914,158,61,Paneer Tikka,2024-02-11,15:46:13,Delivered,568.99
915,623,53,Chicken Biryani,2024-02-07,22:37:29,Cancelled,837.08
916,11,35,Idli Sambhar,2024-11-08,21:28:05,Cancelled,899.27
917,708,8,Chicken Biryani,2024-08-09,15:47:14,Delivered,488.43
918,528,62,Butter Naan,2025-09-15,02:24:19,Cancelled,231.83
919,255,63,Veg Burger,2024-04-25,11:41:03,Delivered,163.03
920,169,5,Veg Burger,2023-10-24,05:33:26,Delivered,605.86
921,145,5,Dosa,2024-01-30,02:50:37,Delivered,240.83
922,925,81,Paneer Tikka,2025-05-08,14:26:33,Pending,623.06
923,283,22,Dosa,2025-06-17,18:01:39,Delivered,794.37
924,95,84,Idli Sambhar,2025-05-31,09:15:28,Delivered,501.44
925,518,51,Veg Thali,2023-11-30,05:59:52,Pending,439.16
926,687,47,Idli Sambhar,2024-01-16,03:43:46,Cancelled,408.17
927,330,4,Veg Thali,2024-07-29,05:07:16,Cancelled,505.86
928,976,36,Chicken Biryani,2024-09-06,15:22:39,Delivered,564.27
929,260,100,Fried Rice,2023-12-03,21:33:57,Cancelled,622.35
930,318,20,Cheese Pizza,2024-05-04,14:41:46,Cancelled,661.51
931,579,54,Paneer Tikka,2024-06-20,12:15:27,Pending,705.34
932,116,45,Chicken Roll,2024-10-15,22:14:08,Cancelled,613.89
933,514,22,Dosa,2025-08-14,01:33:20,Cancelled,537.72
934,817,15,Dosa,2025-04-15,19:00:42,Pending,799.73
935,805,83,Pasta Alfredo,2024-01-28,19:14:06,Pending,286.13
936,926,63,Idli Sambhar,2024-08-05,01:42:34,Cancelled,448.31
937,334,91,Veg Burger,2024-03-27,23:53:09,Pending,183.86
938,469,33,Pasta Alfredo,2024-05-09,20:49:15,Pending,299.48
939,690,73,Dosa,2023-11-12,15:26:25,Pending,864.06
940,511,21,Butter Naan,2025-02-08,00:40:12,Cancelled,604.1
941,761,58,Veg Thali,2024-06-16,09:56:51,Pending,981.47
942,780,8,Butter Naan,2025-07-08,19:39:00,Pending,464.08
943,678,93,Chicken Roll,2024-03-14,02:16:04,Delivered,368.25
944,626,63,Fried Rice,2025-09-14,17:28:37,Cancelled,331.12
945,243,36,Cheese Pizza,2024-03-09,08:32:37,Cancelled,281.39
946,448,18,Chicken Roll,2024-07-13,01:10:52,Delivered,405.55
947,996,63,Cheese Pizza,2025-08-02,21:39:26,Delivered,667.43
948,607,30,Veg Thali,2023-10-25,12:36:10,Delivered,518.0
949,492,56,Mutton Curry,2024-03-14,14:18:47,Pending,178.03
950,82,15,Chicken Roll,2024-12-17,18:22:48,Delivered,306.01
951,193,58,Butter Naan,2024-08-27,11:00:24,Pending,208.57
952,988,11,Fried Rice,2025-03-13,04:07:45,Pending,120.56
953,151,75,Pasta Alfredo,2025-09-09,04:21:38,Delivered,247.66
954,125,29,Cheese Pizza,2024-06-13,03:37:23,Pending,377.82
955,720,56,Butter Naan,2023-10-15,17:06:18,Cancelled,234.24
956,902,18,Cheese Pizza,2024-10-16,13:19:03,Delivered,919.73
957,729,61,Chicken Biryani,2025-05-24,09:13:19,Pending,408.22
958,136,70,Butter Naan,2025-02-13,23:58:13,Delivered,209.46
959,827,6,Mutton Curry,2024-11-17,23:17:47,Pending,672.24
960,438,84,Fried Rice,2023-10-28,15:50:10,Pending,106.09
961,312,65,Cheese Pizza,2024-09-06,09:49:55,Cancelled,843.01
962,727,77,Pasta Alfredo,2025-06-08,13:05:40,Cancelled,316.3
963,626,79,Pasta Alfredo,2024-01-29,08:39:06,Cancelled,251.51
964,952,5,Butter Naan,2024-10-08,18:14:13,Cancelled,277.51
965,990,54,Chicken Roll,2024-07-09,08:52:28,Cancelled,295.94
966,816,7,Dosa,2025-01-02,23:15:22,Pending,920.4
967,386,23,Chicken Roll,2025-04-29,04:11:17,Pending,299.24
968,612,51,Paneer Tikka,2023-10-29,19:54:25,Pending,105.5
969,889,99,Dosa,2025-03-10,05:53:18,Delivered,548.9
970,871,3,Veg Thali,2023-10-06,07:53:58,Cancelled,285.97
971,610,54,Fried Rice,2025-05-14,05:41:21,Delivered,797.99
972,926,29,Paneer Tikka,2024-02-22,16:19:35,Pending,157.38
973,157,31,Cheese Pizza,2025-02-21,20:58:21,Delivered,623.31
974,752,54,Veg Burger,2024-03-06,11:42:52,Cancelled,400.63
975,661,8,Pasta Alfredo,2025-05-15,13:41:03,Cancelled,845.93
976,618,22,Paneer Tikka,2024-02-11,17:26:59,Delivered,949.73
977,498,71,Mutton Curry,2023-11-26,12:50:42,Cancelled,419.39
978,776,35,Paneer Tikka,2024-12-08,13:48:39,Pending,939.48
979,777,91,Fried Rice,2024-12-05,10:18:09,Pending,721.7
980,467,86,Veg Thali,2023-12-02,12:31:27,Delivered,926.45
981,908,79,Chicken Roll,2024-10-03,17:19:51,Delivered,593.04
982,202,8,Veg Thali,2025-07-29,23:16:34,Pending,569.85
983,802,55,Dosa,2025-03-25,10:19:59,Delivered,657.88
984,177,46,Chicken Roll,2023-10-05,21:41:01,Cancelled,579.54
985,486,34,Pasta Alfredo,2023-11-01,20:27:44,Cancelled,606.61
986,905,30,Pasta Alfredo,2025-02-05,17:54:11,Cancelled,286.95
987,548,22,Veg Thali,2024-12-28,07:33:58,Delivered,454.71
988,105,96,Chicken Roll,2024-05-05,15:00:36,Delivered,253.75
989,39,14,Paneer Tikka,2025-01-15,20:41:18,Pending,845.72
990,658,28,Veg Thali,2025-02-09,15:40:42,Cancelled,434.21
991,527,56,Mutton Curry,2025-06-02,07:58:10,Pending,837.89
992,257,22,Fried Rice,2024-02-18,07:49:36,Delivered,600.56
993,611,84,Idli Sambhar,2023-10-29,15:20:02,Pending,233.2
994,684,42,Fried Rice,2024-09-07,02:46:40,Cancelled,929.58
995,997,82,Chicken Roll,2023-09-24,11:30:33,Delivered,988.61
996,361,90,Mutton Curry,2024-11-19,23:41:49,Cancelled,502.96
997,641,99,Pasta Alfredo,2025-03-01,00:57:19,Cancelled,770.32
998,279,64,Dosa,2024-09-21,03:53:57,Delivered,815.0
999,723,49,Dosa,2023-10-04,00:19:44,Pending,666.63
1000,736,58,Cheese Pizza,2024-05-10,16:24:33,Pending,247.46
1001,624,61,Pasta Alfredo,2023-10-10,02:45:23,Delivered,660.43
1002,880,93,Dosa,2024-08-03,04:03:56,Cancelled,592.0
1003,752,55,Idli Sambhar,2024-01-30,02:59:04,Pending,872.75
1004,550,56,Chicken Biryani,2023-10-21,20:03:34,Delivered,512.14
1005,272,57,Veg Burger,2024-11-13,13:16:26,Pending,459.47
1006,613,54,Pasta Alfredo,2024-02-29,19:07:41,Cancelled,490.02
1007,180,71,Mutton Curry,2023-12-26,07:50:34,Delivered,130.25
1008,61,65,Veg Burger,2025-04-11,13:28:46,Delivered,989.3
1009,692,66,Paneer Tikka,2024-05-03,23:25:12,Pending,385.2
1010,130,27,Dosa,2023-10-04,13:56:29,Delivered,474.52
1011,510,54,Idli Sambhar,2024-06-23,15:47:53,Cancelled,417.94
1012,593,44,Fried Rice,2024-08-04,11:34:22,Pending,140.26
1013,98,51,Chicken Roll,2025-06-02,07:36:31,Delivered,877.84
1014,243,73,Paneer Tikka,2025-07-29,03:02:59,Pending,392.39
1015,18,95,Idli Sambhar,2024-08-31,22:58:01,Cancelled,796.55
1016,33,86,Cheese Pizza,2024-04-06,21:23:37,Delivered,638.43
1017,667,64,Chicken Roll,2024-03-28,07:26:34,Delivered,867.47
1018,20,45,Paneer Tikka,2024-06-01,19:10:01,Delivered,912.68
1019,128,98,Mutton Curry,2024-05-21,03:29:31,Delivered,491.67
1020,101,4,Idli Sambhar,2025-03-24,06:54:43,Cancelled,521.45
1021,6,90,Chicken Biryani,2025-07-20,13:17:03,Cancelled,801.16
1022,609,78,Fried Rice,2025-08-19,05:57:58,Pending,356.98
1023,228,82,Pasta Alfredo,2025-04-04,06:07:39,Cancelled,803.93
1024,64,89,Idli Sambhar,2024-04-16,19:43:03,Pending,928.7
1025,887,86,Fried Rice,2024-05-21,07:37:53,Delivered,743.9
1026,253,95,Idli Sambhar,2024-12-11,12:57:17,Delivered,465.48
1027,841,67,Veg Thali,2025-07-04,19:41:14,Cancelled,331.07
1028,884,15,Butter Naan,2024-03-02,16:02:11,Delivered,557.74
1029,756,18,Dosa,2024-09-15,16:40:53,Delivered,601.09
1030,62,64,Cheese Pizza,2023-11-13,14:56:05,Delivered,725.96
1031,786,12,Pasta Alfredo,2024-10-01,20:28:56,Delivered,467.19
1032,690,55,Pasta Alfredo,2024-11-19,13:41:13,Pending,964.62
1033,271,5,Paneer Tikka,2025-05-07,03:02:32,Pending,276.93
1034,442,67,Chicken Roll,2024-11-10,12:57:03,Delivered,593.44
1035,918,94,Butter Naan,2024-03-21,14:13:12,Delivered,138.17
1036,868,85,Veg Burger,2023-10-20,21:22:14,Delivered,552.53
1037,958,75,Veg Thali,2024-05-13,09:05:38,Pending,948.15
1038,650,6,Chicken Roll,2025-09-01,18:37:46,Cancelled,473.39
1039,870,29,Idli Sambhar,2024-12-16,23:23:53,Cancelled,129.43
1040,920,34,Cheese Pizza,2023-10-21,00:56:12,Delivered,317.21
1041,320,80,Chicken Biryani,2024-01-19,19:38:18,Delivered,196.21
1042,218,98,Fried Rice,2025-02-12,01:13:44,Delivered,254.42
1043,233,90,Paneer Tikka,2024-06-14,23:57:45,Cancelled,233.87
1044,730,24,Chicken Biryani,2025-06-21,09:32:25,Cancelled,110.92
1045,628,44,Paneer Tikka,2024-12-17,18:59:13,Delivered,613.03
1046,801,32,Pasta Alfredo,2024-04-10,05:27:35,Delivered,856.57
1047,112,83,Veg Burger,2025-03-22,20:05:44,Pending,464.84
1048,969,46,Mutton Curry,2025-02-20,21:43:25,Pending,541.56
1049,79,87,Cheese Pizza,2025-05-03,21:12:39,Pending,767.98
1050,249,3,Paneer Tikka,2025-04-07,07:51:07,Cancelled,201.44
1051,942,31,Idli Sambhar,2025-01-16,19:15:11,Delivered,574.17
1052,930,22,Veg Burger,2025-09-12,15:41:42,Cancelled,548.48
1053,696,43,Idli Sambhar,2025-04-25,20:47:58,Delivered,106.01
1054,910,40,Pasta Alfredo,2025-06-20,14:16:16,Pending,729.44
1055,271,59,Paneer Tikka,2024-08-27,13:24:57,Pending,429.19
1056,330,98,Paneer Tikka,2024-12-18,21:42:34,Cancelled,318.39
1057,466,44,Butter Naan,2025-07-23,16:13:37,Delivered,505.3
1058,517,67,Chicken Roll,2025-06-07,17:54:47,Pending,175.88
1059,721,85,Fried Rice,2024-05-01,14:34:14,Pending,481.34
1060,922,74,Mutton Curry,2024-06-16,07:47:20,Pending,542.49
1061,606,50,Cheese Pizza,2024-05-26,10:46:45,Cancelled,941.81
1062,978,1,Cheese Pizza,2025-01-02,23:47:11,Cancelled,232.17
1063,859,76,Paneer Tikka,2024-10-08,18:43:41,Pending,571.54
1064,80,71,Dosa,2025-05-19,21:57:39,Cancelled,351.89
1065,30,24,Pasta Alfredo,2023-10-26,17:08:40,Cancelled,499.87
1066,108,53,Chicken Roll,2025-05-23,19:51:37,Cancelled,625.0
1067,687,33,Mutton Curry,2025-02-19,05:37:42,Cancelled,761.85
1068,175,32,Dosa,2025-04-15,21:37:16,Delivered,644.64
1069,392,93,Mutton Curry,2024-01-16,14:53:57,Pending,848.85
1070,682,68,Idli Sambhar,2025-05-28,17:27:44,Cancelled,754.17
1071,838,3,Cheese Pizza,2024-07-03,18:24:56,Pending,410.9
1072,308,53,Pasta Alfredo,2024-11-25,09:52:32,Delivered,284.4
1073,557,72,Idli Sambhar,2024-05-30,08:18:04,Delivered,554.04
1074,450,41,Paneer Tikka,2025-02-17,12:16:19,Pending,699.7
1075,706,26,Butter Naan,2024-04-29,19:08:57,Cancelled,784.5
1076,17,16,Dosa,2024-01-03,00:12:26,Cancelled,779.94
1077,178,93,Fried Rice,2025-09-12,22:31:57,Cancelled,952.12
1078,283,90,Veg Thali,2025-04-17,08:45:39,Pending,941.41
1079,593,52,Dosa,2024-02-05,00:06:31,Delivered,548.36
1080,334,13,Veg Thali,2024-12-10,15:26:30,Cancelled,953.81
1081,143,98,Cheese Pizza,2024-09-09,14:18:38,Pending,923.95
1082,201,29,Idli Sambhar,2024-11-06,20:25:37,Cancelled,708.26
1083,352,81,Mutton Curry,2025-06-27,14:22:27,Cancelled,989.47
1084,272,100,Idli Sambhar,2024-01-21,08:53:22,Pending,354.49
1085,833,79,Veg Thali,2024-01-18,16:06:33,Delivered,655.65
1086,977,82,Pasta Alfredo,2023-11-10,22:37:21,Pending,762.82
1087,931,15,Paneer Tikka,2023-11-26,00:21:22,Cancelled,360.99
1088,958,44,Mutton Curry,2023-09-19,00:20:51,Cancelled,873.36
1089,772,83,Chicken Biryani,2024-03-22,02:34:23,Cancelled,364.23
1090,823,86,Veg Thali,2025-09-07,21:49:13,Cancelled,906.19
1091,950,94,Veg Burger,2023-12-18,08:39:34,Pending,308.34
1092,827,41,Cheese Pizza,2025-07-17,07:18:51,Cancelled,114.9
1093,783,23,Dosa,2024-05-21,17:47:13,Delivered,629.39
1094,924,95,Fried Rice,2025-05-27,18:30:27,Delivered,547.09
1095,208,100,Mutton Curry,2024-07-17,18:25:21,Pending,319.65
1096,274,42,Fried Rice,2024-03-17,11:05:55,Cancelled,820.22
1097,504,15,Cheese Pizza,2024-01-09,03:32:31,Pending,402.39
1098,951,94,Idli Sambhar,2024-10-14,08:04:27,Pending,388.81
1099,684,98,Pasta Alfredo,2025-07-21,06:50:01,Delivered,753.46
1100,227,57,Pasta Alfredo,2024-01-22,13:39:04,Cancelled,499.14
1101,925,90,Butter Naan,2023-12-05,01:04:02,Delivered,615.79
1102,164,86,Chicken Roll,2025-06-01,12:41:47,Pending,309.53
1103,681,63,Butter Naan,2025-08-08,19:45:29,Pending,715.9
1104,727,72,Paneer Tikka,2024-01-13,22:44:13,Cancelled,503.98
1105,823,26,Veg Burger,2024-10-16,10:15:40,Delivered,400.23
1106,204,79,Mutton Curry,2025-02-17,18:52:24,Pending,181.09
1107,516,93,Fried Rice,2024-11-23,22:41:25,Pending,889.99
1108,676,46,Fried Rice,2024-04-22,07:26:22,Delivered,648.31
1109,450,14,Cheese Pizza,2024-11-26,14:18:47,Cancelled,720.0
1110,15,81,Butter Naan,2024-02-16,14:05:36,Delivered,963.9
1111,416,13,Paneer Tikka,2024-03-18,07:50:17,Cancelled,148.42
1112,257,29,Chicken Biryani,2024-10-28,19:21:48,Cancelled,825.13
1113,313,75,Butter Naan,2024-10-16,17:17:49,Cancelled,141.7
1114,626,69,Dosa,2023-09-26,15:01:05,Delivered,627.72
1115,521,24,Chicken Biryani,2024-03-04,23:44:32,Pending,592.84
1116,329,54,Cheese Pizza,2024-08-15,07:37:53,Pending,998.7
1117,402,11,Fried Rice,2024-10-28,14:52:00,Cancelled,242.15
1118,198,30,Veg Burger,2024-11-25,03:05:55,Cancelled,779.06
1119,178,83,Pasta Alfredo,2024-07-08,00:25:35,Pending,597.15
1120,348,19,Idli Sambhar,2025-02-28,19:02:31,Cancelled,423.41
1121,688,20,Dosa,2023-10-24,15:47:05,Pending,108.31
1122,446,83,Fried Rice,2024-04-19,01:00:49,Delivered,123.37
1123,287,38,Chicken Biryani,2025-03-18,02:25:57,Cancelled,904.1
1124,446,22,Veg Burger,2023-12-24,15:29:16,Pending,848.78
1125,68,24,Idli Sambhar,2024-12-10,14:32:56,Delivered,346.67
1126,384,18,Paneer Tikka,2025-05-09,03:26:16,Pending,250.35
1127,495,5,Paneer Tikka,2023-12-09,15:16:04,Pending,971.72
1128,607,63,Fried Rice,2024-09-27,17:48:43,Cancelled,239.97
1129,570,24,Veg Thali,2025-03-23,11:57:39,Pending,194.28
1130,869,7,Dosa,2024-08-08,08:59:02,Pending,899.79
1131,402,8,Veg Thali,2024-03-17,19:30:08,Pending,859.4
1132,109,22,Chicken Biryani,2024-08-19,20:32:10,Pending,792.15
1133,360,96,Veg Burger,2023-11-11,07:59:46,Delivered,863.06
1134,44,88,Idli Sambhar,2025-06-13,02:59:45,Delivered,235.95
1135,159,33,Mutton Curry,2023-12-11,19:50:18,Delivered,165.22
1136,664,70,Pasta Alfredo,2023-11-07,17:10:13,Delivered,128.36
1137,806,77,Chicken Roll,2025-03-26,10:28:16,Pending,830.88
1138,970,75,Cheese Pizza,2024-07-18,16:22:16,Cancelled,767.31
1139,78,8,Dosa,2024-05-27,12:45:00,Cancelled,933.3
1140,204,17,Dosa,2025-08-11,20:14:52,Cancelled,404.83
1141,48,53,Mutton Curry,2024-02-11,20:50:49,Pending,783.07
1142,718,11,Mutton Curry,2025-03-07,00:20:29,Cancelled,345.55
1143,991,69,Paneer Tikka,2023-12-20,21:58:30,Delivered,526.17
1144,529,63,Chicken Biryani,2025-02-10,21:48:53,Pending,135.94
1145,227,5,Cheese Pizza,2024-10-03,21:34:23,Pending,775.17
1146,421,4,Mutton Curry,2025-07-29,11:18:14,Delivered,551.32
1147,101,40,Cheese Pizza,2024-09-15,11:27:18,Cancelled,180.03
1148,124,40,Cheese Pizza,2023-10-01,00:46:00,Pending,988.37
1149,230,25,Paneer Tikka,2025-05-22,21:53:42,Delivered,405.85
1150,247,40,Chicken Biryani,2024-01-03,12:52:57,Pending,446.63
1151,337,5,Fried Rice,2025-09-02,05:33:30,Pending,468.18
1152,634,54,Paneer Tikka,2024-05-09,22:17:08,Delivered,775.76
1153,474,76,Pasta Alfredo,2025-05-24,11:12:27,Delivered,375.27
1154,116,28,Chicken Roll,2024-03-13,04:32:31,Pending,355.08
1155,832,58,Paneer Tikka,2024-12-01,01:23:41,Pending,229.61
1156,773,95,Paneer Tikka,2025-02-09,00:52:05,Delivered,148.46
1157,175,62,Dosa,2024-10-27,10:39:56,Pending,673.6
